product,contract_type,contract_role,symbol_or_contract,period,expected_start,expected_end,actual_min,actual_max,status,gap_start,gap_end,quality_status,file_path,recommended_action,segment_contract,segment_start,segment_end
wr,roll,actual_contract,WR2005,1w,2009-03-27,2026-07-10,2020-03-27,2020-05-15,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR2005/WR2005_1w_20200323_20200515.parquet,none,WR2005,2020-03-23,2020-05-15
wr,roll,actual_contract,WR2101,1w,2009-03-27,2026-07-10,2020-05-22,2020-12-18,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR2101/WR2101_1w_20200518_20201218.parquet,none,WR2101,2020-05-18,2020-12-18
wr,roll,actual_contract,WR2105,1w,2009-03-27,2026-07-10,2020-12-25,2021-05-07,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR2105/WR2105_1w_20201221_20210510.parquet,none,WR2105,2020-12-21,2021-05-10
wr,roll,actual_contract,WR2110,1w,2009-03-27,2026-07-10,2021-05-21,2021-09-30,partial_segment,2021-05-11,2021-09-30,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR2110/WR2110_1w_20210511_20210930.parquet,actual_contract_roll_write,WR2110,2021-05-11,2021-09-30
wr,roll,actual_contract,WR2202,1w,2009-03-27,2026-07-10,2021-10-08,2022-02-11,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR2202/WR2202_1w_20211008_20220215.parquet,none,WR2202,2021-10-08,2022-02-15
wr,roll,actual_contract,WR2205,1w,2009-03-27,2026-07-10,2022-02-25,2022-05-13,partial_segment,2022-02-16,2022-05-16,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR2205/WR2205_1w_20220216_20220516.parquet,actual_contract_roll_write,WR2205,2022-02-16,2022-05-16
wr,roll,actual_contract,WR2210,1w,2009-03-27,2026-07-10,2022-05-27,2022-09-30,partial_segment,2022-05-17,2022-10-11,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR2210/WR2210_1w_20220517_20221011.parquet,actual_contract_roll_write,WR2210,2022-05-17,2022-10-11
wr,roll,actual_contract,WR2301,1w,2009-03-27,2026-07-10,2022-10-21,2022-12-30,partial_segment,2022-10-12,2023-01-06,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR2301/WR2301_1w_20221012_20221230.parquet,actual_contract_roll_write,WR2301,2022-10-12,2023-01-06
wr,roll,actual_contract,WR2305,1w,2009-03-27,2026-07-10,,,missing_segment,2023-01-09,2023-05-08,,,actual_contract_roll_write,WR2305,2023-01-09,2023-05-08
wr,roll,actual_contract,WR2310,1w,2009-03-27,2026-07-10,,,missing_segment,2023-05-09,2023-10-16,,,actual_contract_roll_write,WR2310,2023-05-09,2023-10-16
wr,roll,actual_contract,WR2401,1w,2009-03-27,2026-07-10,,,missing_segment,2023-10-17,2024-01-03,,,actual_contract_roll_write,WR2401,2023-10-17,2024-01-03
wr,roll,actual_contract,WR2405,1w,2009-03-27,2026-07-10,,,missing_segment,2024-01-04,2024-05-06,,,actual_contract_roll_write,WR2405,2024-01-04,2024-05-06
wr,roll,actual_contract,WR2409,1w,2009-03-27,2026-07-10,,,missing_segment,2024-05-07,2024-09-18,,,actual_contract_roll_write,WR2409,2024-05-07,2024-09-18
wr,roll,actual_contract,WR2410,1w,2009-03-27,2026-07-10,,,missing_segment,2024-09-19,2024-09-30,,,actual_contract_roll_write,WR2410,2024-09-19,2024-09-30
wr,roll,actual_contract,WR2501,1w,2009-03-27,2026-07-10,,,missing_segment,2024-10-08,2024-12-31,,,actual_contract_roll_write,WR2501,2024-10-08,2024-12-31
wr,roll,actual_contract,WR2505,1w,2009-03-27,2026-07-10,,,missing_segment,2025-01-02,2025-05-14,,,actual_contract_roll_write,WR2505,2025-01-02,2025-05-14
wr,roll,actual_contract,WR2510,1w,2009-03-27,2026-07-10,,,missing_segment,2025-05-15,2025-09-30,,,actual_contract_roll_write,WR2510,2025-05-15,2025-09-30
wr,roll,actual_contract,WR2601,1w,2009-03-27,2026-07-10,,,missing_segment,2025-10-09,2026-01-05,,,actual_contract_roll_write,WR2601,2025-10-09,2026-01-05
wr,roll,actual_contract,WR2607,1w,2009-03-27,2026-07-10,,,missing_segment,2026-01-06,2026-01-12,,,actual_contract_roll_write,WR2607,2026-01-06,2026-01-12
wr,roll,actual_contract,WR2605,1w,2009-03-27,2026-07-10,,,missing_segment,2026-01-13,2026-05-13,,,actual_contract_roll_write,WR2605,2026-01-13,2026-05-13
wr,roll,actual_contract,WR2609,1w,2009-03-27,2026-07-10,,,missing_segment,2026-05-14,2026-07-07,,,actual_contract_roll_write,WR2609,2026-05-14,2026-07-07
y,roll,actual_contract,Y0603,1m,2006-01-09,2026-07-10,,,missing_segment,2006-01-09,2006-01-09,,,actual_contract_roll_write,Y0603,2006-01-09,2006-01-09
y,roll,actual_contract,Y0609,1m,2006-01-09,2026-07-10,,,missing_segment,2006-01-10,2006-07-19,,,actual_contract_roll_write,Y0609,2006-01-10,2006-07-19
y,roll,actual_contract,Y0611,1m,2006-01-09,2026-07-10,,,missing_segment,2006-07-20,2006-09-08,,,actual_contract_roll_write,Y0611,2006-07-20,2006-09-08
y,roll,actual_contract,Y0701,1m,2006-01-09,2026-07-10,,,missing_segment,2006-09-11,2006-10-30,,,actual_contract_roll_write,Y0701,2006-09-11,2006-10-30
y,roll,actual_contract,Y0705,1m,2006-01-09,2026-07-10,,,missing_segment,2006-10-31,2007-03-19,,,actual_contract_roll_write,Y0705,2006-10-31,2007-03-19
y,roll,actual_contract,Y0709,1m,2006-01-09,2026-07-10,,,missing_segment,2007-03-20,2007-07-30,,,actual_contract_roll_write,Y0709,2007-03-20,2007-07-30
y,roll,actual_contract,Y0801,1m,2006-01-09,2026-07-10,,,missing_segment,2007-07-31,2007-09-14,,,actual_contract_roll_write,Y0801,2007-07-31,2007-09-14
y,roll,actual_contract,Y0805,1m,2006-01-09,2026-07-10,,,missing_segment,2007-09-17,2008-02-27,,,actual_contract_roll_write,Y0805,2007-09-17,2008-02-27
y,roll,actual_contract,Y0809,1m,2006-01-09,2026-07-10,,,missing_segment,2008-02-28,2008-07-04,,,actual_contract_roll_write,Y0809,2008-02-28,2008-07-04
y,roll,actual_contract,Y0901,1m,2006-01-09,2026-07-10,,,missing_segment,2008-07-07,2008-11-19,,,actual_contract_roll_write,Y0901,2008-07-07,2008-11-19
y,roll,actual_contract,Y0905,1m,2006-01-09,2026-07-10,,,missing_segment,2008-11-20,2009-02-24,,,actual_contract_roll_write,Y0905,2008-11-20,2009-02-24
y,roll,actual_contract,Y0909,1m,2006-01-09,2026-07-10,,,missing_segment,2009-02-25,2009-06-02,,,actual_contract_roll_write,Y0909,2009-02-25,2009-06-02
y,roll,actual_contract,Y1001,1m,2006-01-09,2026-07-10,,,missing_segment,2009-06-03,2009-07-31,,,actual_contract_roll_write,Y1001,2009-06-03,2009-07-31
y,roll,actual_contract,Y1005,1m,2006-01-09,2026-07-10,,,missing_segment,2009-08-03,2009-11-10,,,actual_contract_roll_write,Y1005,2009-08-03,2009-11-10
y,roll,actual_contract,Y1009,1m,2006-01-09,2026-07-10,,,missing_segment,2009-11-11,2010-04-23,,,actual_contract_roll_write,Y1009,2009-11-11,2010-04-23
y,roll,actual_contract,Y1101,1m,2006-01-09,2026-07-10,,,missing_segment,2010-04-26,2010-08-06,,,actual_contract_roll_write,Y1101,2010-04-26,2010-08-06
y,roll,actual_contract,Y1105,1m,2006-01-09,2026-07-10,,,missing_segment,2010-08-09,2010-10-26,,,actual_contract_roll_write,Y1105,2010-08-09,2010-10-26
y,roll,actual_contract,Y1109,1m,2006-01-09,2026-07-10,,,missing_segment,2010-10-27,2011-04-11,,,actual_contract_roll_write,Y1109,2010-10-27,2011-04-11
y,roll,actual_contract,Y1201,1m,2006-01-09,2026-07-10,,,missing_segment,2011-04-12,2011-07-12,,,actual_contract_roll_write,Y1201,2011-04-12,2011-07-12
y,roll,actual_contract,Y1205,1m,2006-01-09,2026-07-10,,,missing_segment,2011-07-13,2011-12-15,,,actual_contract_roll_write,Y1205,2011-07-13,2011-12-15
y,roll,actual_contract,Y1209,1m,2006-01-09,2026-07-10,,,missing_segment,2011-12-16,2012-05-29,,,actual_contract_roll_write,Y1209,2011-12-16,2012-05-29
y,roll,actual_contract,Y1301,1m,2006-01-09,2026-07-10,,,missing_segment,2012-05-30,2012-10-15,,,actual_contract_roll_write,Y1301,2012-05-30,2012-10-15
y,roll,actual_contract,Y1305,1m,2006-01-09,2026-07-10,,,missing_segment,2012-10-16,2013-01-22,,,actual_contract_roll_write,Y1305,2012-10-16,2013-01-22
y,roll,actual_contract,Y1309,1m,2006-01-09,2026-07-10,,,missing_segment,2013-01-23,2013-06-24,,,actual_contract_roll_write,Y1309,2013-01-23,2013-06-24
y,roll,actual_contract,Y1401,1m,2006-01-09,2026-07-10,,,missing_segment,2013-06-25,2013-10-17,,,actual_contract_roll_write,Y1401,2013-06-25,2013-10-17
y,roll,actual_contract,Y1405,1m,2006-01-09,2026-07-10,,,missing_segment,2013-10-18,2014-02-25,,,actual_contract_roll_write,Y1405,2013-10-18,2014-02-25
y,roll,actual_contract,Y1409,1m,2006-01-09,2026-07-10,,,missing_segment,2014-02-26,2014-06-05,,,actual_contract_roll_write,Y1409,2014-02-26,2014-06-05
y,roll,actual_contract,Y1501,1m,2006-01-09,2026-07-10,,,missing_segment,2014-06-06,2014-10-31,,,actual_contract_roll_write,Y1501,2014-06-06,2014-10-31
y,roll,actual_contract,Y1505,1m,2006-01-09,2026-07-10,,,missing_segment,2014-11-03,2015-03-03,,,actual_contract_roll_write,Y1505,2014-11-03,2015-03-03
y,roll,actual_contract,Y1509,1m,2006-01-09,2026-07-10,,,missing_segment,2015-03-04,2015-06-16,,,actual_contract_roll_write,Y1509,2015-03-04,2015-06-16
y,roll,actual_contract,Y1601,1m,2006-01-09,2026-07-10,,,missing_segment,2015-06-17,2015-11-18,,,actual_contract_roll_write,Y1601,2015-06-17,2015-11-18
y,roll,actual_contract,Y1605,1m,2006-01-09,2026-07-10,,,missing_segment,2015-11-19,2016-03-08,,,actual_contract_roll_write,Y1605,2015-11-19,2016-03-08
y,roll,actual_contract,Y1609,1m,2006-01-09,2026-07-10,,,missing_segment,2016-03-09,2016-07-05,,,actual_contract_roll_write,Y1609,2016-03-09,2016-07-05
y,roll,actual_contract,Y1701,1m,2006-01-09,2026-07-10,,,missing_segment,2016-07-06,2016-11-23,,,actual_contract_roll_write,Y1701,2016-07-06,2016-11-23
y,roll,actual_contract,Y1705,1m,2006-01-09,2026-07-10,,,missing_segment,2016-11-24,2017-03-20,,,actual_contract_roll_write,Y1705,2016-11-24,2017-03-20
y,roll,actual_contract,Y1709,1m,2006-01-09,2026-07-10,,,missing_segment,2017-03-21,2017-07-28,,,actual_contract_roll_write,Y1709,2017-03-21,2017-07-28
y,roll,actual_contract,Y1801,1m,2006-01-09,2026-07-10,,,missing_segment,2017-07-31,2017-11-30,,,actual_contract_roll_write,Y1801,2017-07-31,2017-11-30
y,roll,actual_contract,Y1805,1m,2006-01-09,2026-07-10,,,missing_segment,2017-12-01,2018-03-23,,,actual_contract_roll_write,Y1805,2017-12-01,2018-03-23
y,roll,actual_contract,Y1809,1m,2006-01-09,2026-07-10,,,missing_segment,2018-03-26,2018-07-27,,,actual_contract_roll_write,Y1809,2018-03-26,2018-07-27
y,roll,actual_contract,Y1901,1m,2006-01-09,2026-07-10,,,missing_segment,2018-07-30,2018-12-03,,,actual_contract_roll_write,Y1901,2018-07-30,2018-12-03
y,roll,actual_contract,Y1905,1m,2006-01-09,2026-07-10,,,missing_segment,2018-12-04,2019-04-02,,,actual_contract_roll_write,Y1905,2018-12-04,2019-04-02
y,roll,actual_contract,Y1909,1m,2006-01-09,2026-07-10,,,missing_segment,2019-04-03,2019-08-01,,,actual_contract_roll_write,Y1909,2019-04-03,2019-08-01
y,roll,actual_contract,Y2001,1m,2006-01-09,2026-07-10,,,missing_segment,2019-08-02,2019-11-21,,,actual_contract_roll_write,Y2001,2019-08-02,2019-11-21
y,roll,actual_contract,Y2005,1m,2006-01-09,2026-07-10,,,missing_segment,2019-11-22,2020-03-18,,,actual_contract_roll_write,Y2005,2019-11-22,2020-03-18
y,roll,actual_contract,Y2009,1m,2006-01-09,2026-07-10,,,missing_segment,2020-03-19,2020-07-28,,,actual_contract_roll_write,Y2009,2020-03-19,2020-07-28
y,roll,actual_contract,Y2101,1m,2006-01-09,2026-07-10,,,missing_segment,2020-07-29,2020-12-07,,,actual_contract_roll_write,Y2101,2020-07-29,2020-12-07
y,roll,actual_contract,Y2105,1m,2006-01-09,2026-07-10,,,missing_segment,2020-12-08,2021-04-01,,,actual_contract_roll_write,Y2105,2020-12-08,2021-04-01
y,roll,actual_contract,Y2109,1m,2006-01-09,2026-07-10,,,missing_segment,2021-04-02,2021-08-11,,,actual_contract_roll_write,Y2109,2021-04-02,2021-08-11
y,roll,actual_contract,Y2201,1m,2006-01-09,2026-07-10,,,missing_segment,2021-08-12,2021-12-03,,,actual_contract_roll_write,Y2201,2021-08-12,2021-12-03
y,roll,actual_contract,Y2205,1m,2006-01-09,2026-07-10,,,missing_segment,2021-12-06,2022-03-25,,,actual_contract_roll_write,Y2205,2021-12-06,2022-03-25
y,roll,actual_contract,Y2209,1m,2006-01-09,2026-07-10,,,missing_segment,2022-03-28,2022-08-09,,,actual_contract_roll_write,Y2209,2022-03-28,2022-08-09
y,roll,actual_contract,Y2301,1m,2006-01-09,2026-07-10,,,missing_segment,2022-08-10,2022-12-09,,,actual_contract_roll_write,Y2301,2022-08-10,2022-12-09
y,roll,actual_contract,Y2305,1m,2006-01-09,2026-07-10,2023-01-03,2023-04-07,partial_segment,2022-12-12,2023-04-07,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=y/contract=Y2305/Y2305_1m_20230103_20230407.parquet,actual_contract_roll_write,Y2305,2022-12-12,2023-04-07
y,roll,actual_contract,Y2309,1m,2006-01-09,2026-07-10,2023-04-07,2023-08-04,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=y/contract=Y2309/Y2309_1m_20230410_20230804.parquet,none,Y2309,2023-04-10,2023-08-04
y,roll,actual_contract,Y2401,1m,2006-01-09,2026-07-10,2023-08-04,2023-12-06,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=y/contract=Y2401/Y2401_1m_20230807_20231206.parquet,none,Y2401,2023-08-07,2023-12-06
y,roll,actual_contract,Y2405,1m,2006-01-09,2026-07-10,2023-12-06,2024-04-01,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=y/contract=Y2405/Y2405_1m_20231207_20240401.parquet,none,Y2405,2023-12-07,2024-04-01
y,roll,actual_contract,Y2409,1m,2006-01-09,2026-07-10,2024-04-01,2024-08-08,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=y/contract=Y2409/Y2409_1m_20240402_20240808.parquet,none,Y2409,2024-04-02,2024-08-08
y,roll,actual_contract,Y2501,1m,2006-01-09,2026-07-10,2024-08-08,2024-11-25,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=y/contract=Y2501/Y2501_1m_20240809_20241125.parquet,none,Y2501,2024-08-09,2024-11-25
y,roll,actual_contract,Y2505,1m,2006-01-09,2026-07-10,2024-11-25,2025-04-01,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=y/contract=Y2505/Y2505_1m_20241126_20250401.parquet,none,Y2505,2024-11-26,2025-04-01
y,roll,actual_contract,Y2509,1m,2006-01-09,2026-07-10,2025-04-01,2025-08-06,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=y/contract=Y2509/Y2509_1m_20250402_20250806.parquet,none,Y2509,2025-04-02,2025-08-06
y,roll,actual_contract,Y2601,1m,2006-01-09,2026-07-10,2025-08-06,2025-11-27,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=y/contract=Y2601/Y2601_1m_20250807_20251127.parquet,none,Y2601,2025-08-07,2025-11-27
y,roll,actual_contract,Y2605,1m,2006-01-09,2026-07-10,2025-11-27,2026-04-02,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=y/contract=Y2605/Y2605_1m_20251128_20260402.parquet,none,Y2605,2025-11-28,2026-04-02
y,roll,actual_contract,Y2609,1m,2006-01-09,2026-07-10,2026-03-31,2026-07-07,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=y/contract=Y2609/Y2609_1m_20260401_20260707.parquet,none,Y2609,2026-04-03,2026-07-07
y,roll,actual_contract,Y0603,1d,2006-01-09,2026-07-10,,,missing_segment,2006-01-09,2006-01-09,,,actual_contract_roll_write,Y0603,2006-01-09,2006-01-09
y,roll,actual_contract,Y0609,1d,2006-01-09,2026-07-10,,,missing_segment,2006-01-10,2006-07-19,,,actual_contract_roll_write,Y0609,2006-01-10,2006-07-19
y,roll,actual_contract,Y0611,1d,2006-01-09,2026-07-10,,,missing_segment,2006-07-20,2006-09-08,,,actual_contract_roll_write,Y0611,2006-07-20,2006-09-08
y,roll,actual_contract,Y0701,1d,2006-01-09,2026-07-10,,,missing_segment,2006-09-11,2006-10-30,,,actual_contract_roll_write,Y0701,2006-09-11,2006-10-30
y,roll,actual_contract,Y0705,1d,2006-01-09,2026-07-10,,,missing_segment,2006-10-31,2007-03-19,,,actual_contract_roll_write,Y0705,2006-10-31,2007-03-19
y,roll,actual_contract,Y0709,1d,2006-01-09,2026-07-10,,,missing_segment,2007-03-20,2007-07-30,,,actual_contract_roll_write,Y0709,2007-03-20,2007-07-30
y,roll,actual_contract,Y0801,1d,2006-01-09,2026-07-10,,,missing_segment,2007-07-31,2007-09-14,,,actual_contract_roll_write,Y0801,2007-07-31,2007-09-14
y,roll,actual_contract,Y0805,1d,2006-01-09,2026-07-10,,,missing_segment,2007-09-17,2008-02-27,,,actual_contract_roll_write,Y0805,2007-09-17,2008-02-27
y,roll,actual_contract,Y0809,1d,2006-01-09,2026-07-10,,,missing_segment,2008-02-28,2008-07-04,,,actual_contract_roll_write,Y0809,2008-02-28,2008-07-04
y,roll,actual_contract,Y0901,1d,2006-01-09,2026-07-10,,,missing_segment,2008-07-07,2008-11-19,,,actual_contract_roll_write,Y0901,2008-07-07,2008-11-19
y,roll,actual_contract,Y0905,1d,2006-01-09,2026-07-10,,,missing_segment,2008-11-20,2009-02-24,,,actual_contract_roll_write,Y0905,2008-11-20,2009-02-24
y,roll,actual_contract,Y0909,1d,2006-01-09,2026-07-10,,,missing_segment,2009-02-25,2009-06-02,,,actual_contract_roll_write,Y0909,2009-02-25,2009-06-02
y,roll,actual_contract,Y1001,1d,2006-01-09,2026-07-10,,,missing_segment,2009-06-03,2009-07-31,,,actual_contract_roll_write,Y1001,2009-06-03,2009-07-31
y,roll,actual_contract,Y1005,1d,2006-01-09,2026-07-10,,,missing_segment,2009-08-03,2009-11-10,,,actual_contract_roll_write,Y1005,2009-08-03,2009-11-10
y,roll,actual_contract,Y1009,1d,2006-01-09,2026-07-10,,,missing_segment,2009-11-11,2010-04-23,,,actual_contract_roll_write,Y1009,2009-11-11,2010-04-23
y,roll,actual_contract,Y1101,1d,2006-01-09,2026-07-10,,,missing_segment,2010-04-26,2010-08-06,,,actual_contract_roll_write,Y1101,2010-04-26,2010-08-06
y,roll,actual_contract,Y1105,1d,2006-01-09,2026-07-10,,,missing_segment,2010-08-09,2010-10-26,,,actual_contract_roll_write,Y1105,2010-08-09,2010-10-26
y,roll,actual_contract,Y1109,1d,2006-01-09,2026-07-10,,,missing_segment,2010-10-27,2011-04-11,,,actual_contract_roll_write,Y1109,2010-10-27,2011-04-11
y,roll,actual_contract,Y1201,1d,2006-01-09,2026-07-10,,,missing_segment,2011-04-12,2011-07-12,,,actual_contract_roll_write,Y1201,2011-04-12,2011-07-12
y,roll,actual_contract,Y1205,1d,2006-01-09,2026-07-10,,,missing_segment,2011-07-13,2011-12-15,,,actual_contract_roll_write,Y1205,2011-07-13,2011-12-15
y,roll,actual_contract,Y1209,1d,2006-01-09,2026-07-10,,,missing_segment,2011-12-16,2012-05-29,,,actual_contract_roll_write,Y1209,2011-12-16,2012-05-29
y,roll,actual_contract,Y1301,1d,2006-01-09,2026-07-10,,,missing_segment,2012-05-30,2012-10-15,,,actual_contract_roll_write,Y1301,2012-05-30,2012-10-15
y,roll,actual_contract,Y1305,1d,2006-01-09,2026-07-10,,,missing_segment,2012-10-16,2013-01-22,,,actual_contract_roll_write,Y1305,2012-10-16,2013-01-22
y,roll,actual_contract,Y1309,1d,2006-01-09,2026-07-10,,,missing_segment,2013-01-23,2013-06-24,,,actual_contract_roll_write,Y1309,2013-01-23,2013-06-24
y,roll,actual_contract,Y1401,1d,2006-01-09,2026-07-10,,,missing_segment,2013-06-25,2013-10-17,,,actual_contract_roll_write,Y1401,2013-06-25,2013-10-17
y,roll,actual_contract,Y1405,1d,2006-01-09,2026-07-10,,,missing_segment,2013-10-18,2014-02-25,,,actual_contract_roll_write,Y1405,2013-10-18,2014-02-25
y,roll,actual_contract,Y1409,1d,2006-01-09,2026-07-10,,,missing_segment,2014-02-26,2014-06-05,,,actual_contract_roll_write,Y1409,2014-02-26,2014-06-05
y,roll,actual_contract,Y1501,1d,2006-01-09,2026-07-10,,,missing_segment,2014-06-06,2014-10-31,,,actual_contract_roll_write,Y1501,2014-06-06,2014-10-31
y,roll,actual_contract,Y1505,1d,2006-01-09,2026-07-10,,,missing_segment,2014-11-03,2015-03-03,,,actual_contract_roll_write,Y1505,2014-11-03,2015-03-03
y,roll,actual_contract,Y1509,1d,2006-01-09,2026-07-10,,,missing_segment,2015-03-04,2015-06-16,,,actual_contract_roll_write,Y1509,2015-03-04,2015-06-16
y,roll,actual_contract,Y1601,1d,2006-01-09,2026-07-10,,,missing_segment,2015-06-17,2015-11-18,,,actual_contract_roll_write,Y1601,2015-06-17,2015-11-18
y,roll,actual_contract,Y1605,1d,2006-01-09,2026-07-10,,,missing_segment,2015-11-19,2016-03-08,,,actual_contract_roll_write,Y1605,2015-11-19,2016-03-08
y,roll,actual_contract,Y1609,1d,2006-01-09,2026-07-10,,,missing_segment,2016-03-09,2016-07-05,,,actual_contract_roll_write,Y1609,2016-03-09,2016-07-05
