product,contract_type,contract_role,symbol_or_contract,period,expected_start,expected_end,actual_min,actual_max,status,gap_start,gap_end,quality_status,file_path,recommended_action,segment_contract,segment_start,segment_end
tl,main,dominant_main,tl.MAIN,1m,2023-04-21,2026-07-10,2023-04-21,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=tl/contract=tl.MAIN/tl_MAIN_1m_20230103_20260712_v2.parquet,none,,,
ts,main,dominant_main,ts.MAIN,1m,2018-08-17,2026-07-10,2018-08-17,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=ts/contract=ts.MAIN/ts_MAIN_1m_20180817_20260711_v2.parquet,none,,,
ur,main,dominant_main,ur.MAIN,1m,2019-08-09,2026-07-10,2019-08-09,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=ur/contract=ur.MAIN/ur_MAIN_1m_20190809_20260711_v2.parquet,none,,,
v,main,dominant_main,v.MAIN,1m,2009-05-25,2026-07-10,2010-01-04,2026-07-10,partial_start,2009-05-25,2010-01-03,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=v/contract=v.MAIN/v_MAIN_1m_20090525_20260711_v2.parquet,minute_pre2020_backfill,,,
v_f,main,dominant_main,v_f.MAIN,1m,2025-10-29,2026-07-10,2025-10-29,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=v_f/contract=v_f.MAIN/v_f_MAIN_1m_20230103_20260712_v2.parquet,none,,,
wh,main,dominant_main,wh.MAIN,1m,2012-07-24,2026-07-10,2012-07-24,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=wh/contract=wh.MAIN/wh_MAIN_1m_20120724_20260711_v2.parquet,none,,,
wr,main,dominant_main,wr.MAIN,1m,2009-03-27,2026-07-10,2010-01-04,2026-07-10,partial_start,2009-03-27,2010-01-03,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=wr/contract=wr.MAIN/wr_MAIN_1m_20090327_20260711_v2.parquet,minute_pre2020_backfill,,,
y,main,dominant_main,y.MAIN,1m,2006-01-09,2026-07-10,2010-01-04,2026-07-10,partial_start,2006-01-09,2010-01-03,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=y/contract=y.MAIN/y_MAIN_1m_20060109_20260711_v2.parquet,minute_pre2020_backfill,,,
zc,main,dominant_main,zc.MAIN,1m,2015-05-18,2026-07-10,2015-05-18,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=zc/contract=zc.MAIN/zc_MAIN_1m_20150518_20260711_v2.parquet,none,,,
zn,main,dominant_main,zn.MAIN,1m,2007-03-26,2026-07-10,2010-01-04,2026-07-10,partial_start,2007-03-26,2010-01-03,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=zn/contract=zn.MAIN/zn_MAIN_1m_20070326_20260711_v2.parquet,minute_pre2020_backfill,,,
a,main,dominant_main,a.MAIN,1d,2002-03-15,2026-07-10,2002-03-15,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1d_20020315_20260711_v2.parquet,none,,,
ad,main,dominant_main,ad.MAIN,1d,2025-06-10,2026-07-10,2025-06-10,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_1d_20230103_20260712_v2.parquet,none,,,
ag,main,dominant_main,ag.MAIN,1d,2012-05-10,2026-07-10,2012-05-10,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ag/contract=ag.MAIN/ag_MAIN_1d_20120510_20260711_v2.parquet,none,,,
al,main,dominant_main,al.MAIN,1d,2000-01-04,2026-07-10,2000-01-05,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=al/contract=al.MAIN/al_MAIN_1d_20000104_20260711_v2.parquet,none,,,
ao,main,dominant_main,ao.MAIN,1d,2023-06-19,2026-07-10,2023-06-19,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1d_20230103_20260712_v2.parquet,none,,,
ap,main,dominant_main,ap.MAIN,1d,2017-12-22,2026-07-10,2017-12-22,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ap/contract=ap.MAIN/ap_MAIN_1d_20171222_20260711_v2.parquet,none,,,
au,main,dominant_main,au.MAIN,1d,2008-01-09,2026-07-10,2008-01-09,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=au/contract=au.MAIN/au_MAIN_1d_20080109_20260711_v2.parquet,none,,,
b,main,dominant_main,b.MAIN,1d,2004-12-22,2026-07-10,2004-12-22,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=b/contract=b.MAIN/b_MAIN_1d_20041222_20260711_v2.parquet,none,,,
bb,main,dominant_main,bb.MAIN,1d,2013-12-06,2026-07-10,2013-12-06,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=bb/contract=bb.MAIN/bb_MAIN_1d_20131206_20260711_v2.parquet,none,,,
bc,main,dominant_main,bc.MAIN,1d,2020-11-19,2026-07-10,2020-11-19,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1d_20201119_20260711_v2.parquet,none,,,
br,main,dominant_main,br.MAIN,1d,2023-07-28,2026-07-10,2023-07-28,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=br/contract=br.MAIN/br_MAIN_1d_20230103_20260712_v2.parquet,none,,,
bu,main,dominant_main,bu.MAIN,1d,2013-10-09,2026-07-10,2013-10-09,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=bu/contract=bu.MAIN/bu_MAIN_1d_20131009_20260711_v2.parquet,none,,,
bz,main,dominant_main,bz.MAIN,1d,2025-07-08,2026-07-10,2025-07-08,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=bz/contract=bz.MAIN/bz_MAIN_1d_20230103_20260712_v2.parquet,none,,,
c,main,dominant_main,c.MAIN,1d,2004-09-22,2026-07-10,2004-09-22,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=c/contract=c.MAIN/c_MAIN_1d_20040922_20260711_v2.parquet,none,,,
cf,main,dominant_main,cf.MAIN,1d,2004-06-01,2026-07-10,2004-06-01,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=cf/contract=cf.MAIN/cf_MAIN_1d_20040601_20260711_v2.parquet,none,,,
cj,main,dominant_main,cj.MAIN,1d,2019-04-30,2026-07-10,2019-04-30,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=cj/contract=cj.MAIN/cj_MAIN_1d_20190430_20260711_v2.parquet,none,,,
cs,main,dominant_main,cs.MAIN,1d,2014-12-19,2026-07-10,2014-12-19,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=cs/contract=cs.MAIN/cs_MAIN_1d_20141219_20260711_v2.parquet,none,,,
cu,main,dominant_main,cu.MAIN,1d,2000-01-04,2026-07-10,2000-01-05,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=cu/contract=cu.MAIN/cu_MAIN_1d_20000104_20260711_v2.parquet,none,,,
cy,main,dominant_main,cy.MAIN,1d,2017-08-18,2026-07-10,2017-08-18,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=cy/contract=cy.MAIN/cy_MAIN_1d_20170818_20260711_v2.parquet,none,,,
eb,main,dominant_main,eb.MAIN,1d,2019-09-26,2026-07-10,2019-09-26,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=eb/contract=eb.MAIN/eb_MAIN_1d_20190926_20260711_v2.parquet,none,,,
ec,main,dominant_main,ec.MAIN,1d,2023-08-18,2026-07-10,2023-08-18,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=ec/contract=ec.MAIN/ec_MAIN_1d_20230103_20260712_v2.parquet,none,,,
eg,main,dominant_main,eg.MAIN,1d,2018-12-10,2026-07-10,2018-12-10,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=eg/contract=eg.MAIN/eg_MAIN_1d_20181210_20260711_v2.parquet,none,,,
fb,main,dominant_main,fb.MAIN,1d,2013-12-06,2026-07-10,2013-12-06,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=fb/contract=fb.MAIN/fb_MAIN_1d_20131206_20260711_v2.parquet,none,,,
fg,main,dominant_main,fg.MAIN,1d,2012-12-03,2026-07-10,2012-12-03,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=fg/contract=fg.MAIN/fg_MAIN_1d_20121203_20260711_v2.parquet,none,,,
fu,main,dominant_main,fu.MAIN,1d,2004-08-25,2026-07-10,2004-08-25,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=fu/contract=fu.MAIN/fu_MAIN_1d_20040825_20260711_v2.parquet,none,,,
hc,main,dominant_main,hc.MAIN,1d,2014-03-21,2026-07-10,2014-03-21,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=hc/contract=hc.MAIN/hc_MAIN_1d_20140321_20260711_v2.parquet,none,,,
i,main,dominant_main,i.MAIN,1d,2013-10-18,2026-07-10,2013-10-18,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=i/contract=i.MAIN/i_MAIN_1d_20131018_20260711_v2.parquet,none,,,
ic,main,dominant_main,ic.MAIN,1d,2015-04-16,2026-07-10,2015-04-16,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=ic/contract=ic.MAIN/ic_MAIN_1d_20150416_20260711_v2.parquet,none,,,
if,main,dominant_main,if.MAIN,1d,2010-04-16,2026-07-10,2010-04-16,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=if/contract=if.MAIN/if_MAIN_1d_20100416_20260711_v2.parquet,none,,,
ih,main,dominant_main,ih.MAIN,1d,2015-04-16,2026-07-10,2015-04-16,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=ih/contract=ih.MAIN/ih_MAIN_1d_20150416_20260711_v2.parquet,none,,,
im,main,dominant_main,im.MAIN,1d,2022-07-22,2026-07-10,2022-07-22,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=im/contract=im.MAIN/im_MAIN_1d_20220722_20260711_v2.parquet,none,,,
j,main,dominant_main,j.MAIN,1d,2011-04-15,2026-07-10,2011-04-15,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=j/contract=j.MAIN/j_MAIN_1d_20110415_20260711_v2.parquet,none,,,
jd,main,dominant_main,jd.MAIN,1d,2013-11-08,2026-07-10,2013-11-08,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=jd/contract=jd.MAIN/jd_MAIN_1d_20131108_20260711_v2.parquet,none,,,
jm,main,dominant_main,jm.MAIN,1d,2013-03-22,2026-07-10,2013-03-22,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=jm/contract=jm.MAIN/jm_MAIN_1d_20130322_20260711_v2.parquet,none,,,
jr,main,dominant_main,jr.MAIN,1d,2013-11-18,2026-07-10,2013-11-18,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=jr/contract=jr.MAIN/jr_MAIN_1d_20131118_20260711_v2.parquet,none,,,
l,main,dominant_main,l.MAIN,1d,2007-07-31,2026-07-10,2007-07-31,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_1d_20070731_20260711_v2.parquet,none,,,
l_f,main,dominant_main,l_f.MAIN,1d,2025-10-29,2026-07-10,2025-10-29,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1d_20230103_20260712_v2.parquet,none,,,
lc,main,dominant_main,lc.MAIN,1d,2023-07-21,2026-07-10,2023-07-21,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=lc/contract=lc.MAIN/lc_MAIN_1d_20230103_20260712_v2.parquet,none,,,
lg,main,dominant_main,lg.MAIN,1d,2024-11-18,2026-07-10,2024-11-18,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=lg/contract=lg.MAIN/lg_MAIN_1d_20230103_20260712_v2.parquet,none,,,
lh,main,dominant_main,lh.MAIN,1d,2021-01-08,2026-07-10,2021-01-08,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=lh/contract=lh.MAIN/lh_MAIN_1d_20210108_20260711_v2.parquet,none,,,
lu,main,dominant_main,lu.MAIN,1d,2020-06-22,2026-07-10,2020-06-22,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=lu/contract=lu.MAIN/lu_MAIN_1d_20200622_20260711_v2.parquet,none,,,
m,main,dominant_main,m.MAIN,1d,2000-07-17,2026-07-10,2000-07-17,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=m/contract=m.MAIN/m_MAIN_1d_20000717_20260711_v2.parquet,none,,,
ma,main,dominant_main,ma.MAIN,1d,2014-06-17,2026-07-10,2014-06-17,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ma/contract=ma.MAIN/ma_MAIN_1d_20140617_20260711_v2.parquet,none,,,
ni,main,dominant_main,ni.MAIN,1d,2015-03-27,2026-07-10,2015-03-27,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ni/contract=ni.MAIN/ni_MAIN_1d_20150327_20260711_v2.parquet,none,,,
nr,main,dominant_main,nr.MAIN,1d,2019-08-12,2026-07-10,2019-08-12,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=nr/contract=nr.MAIN/nr_MAIN_1d_20190812_20260711_v2.parquet,none,,,
oi,main,dominant_main,oi.MAIN,1d,2012-07-16,2026-07-10,2012-07-16,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=oi/contract=oi.MAIN/oi_MAIN_1d_20120716_20260711_v2.parquet,none,,,
op,main,dominant_main,op.MAIN,1d,2025-09-10,2026-07-10,2025-09-10,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=op/contract=op.MAIN/op_MAIN_1d_20230103_20260712_v2.parquet,none,,,
p,main,dominant_main,p.MAIN,1d,2007-10-29,2026-07-10,2007-10-29,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=p/contract=p.MAIN/p_MAIN_1d_20071029_20260711_v2.parquet,none,,,
pb,main,dominant_main,pb.MAIN,1d,2011-03-24,2026-07-10,2011-03-24,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=pb/contract=pb.MAIN/pb_MAIN_1d_20110324_20260711_v2.parquet,none,,,
pd,main,dominant_main,pd.MAIN,1d,2025-11-27,2026-07-10,2025-11-27,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=pd/contract=pd.MAIN/pd_MAIN_1d_20230103_20260712_v2.parquet,none,,,
pf,main,dominant_main,pf.MAIN,1d,2020-10-12,2026-07-10,2020-10-12,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=pf/contract=pf.MAIN/pf_MAIN_1d_20201012_20260711_v2.parquet,none,,,
pg,main,dominant_main,pg.MAIN,1d,2020-03-30,2026-07-10,2020-03-30,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=pg/contract=pg.MAIN/pg_MAIN_1d_20200330_20260711_v2.parquet,none,,,
pk,main,dominant_main,pk.MAIN,1d,2021-02-01,2026-07-10,2021-02-01,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=pk/contract=pk.MAIN/pk_MAIN_1d_20210201_20260711_v2.parquet,none,,,
pl,main,dominant_main,pl.MAIN,1d,2025-07-22,2026-07-10,2025-07-22,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=pl/contract=pl.MAIN/pl_MAIN_1d_20230103_20260712_v2.parquet,none,,,
pm,main,dominant_main,pm.MAIN,1d,2012-01-17,2026-07-10,2012-01-17,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=pm/contract=pm.MAIN/pm_MAIN_1d_20120117_20260711_v2.parquet,none,,,
pp,main,dominant_main,pp.MAIN,1d,2014-02-28,2026-07-10,2014-02-28,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=pp/contract=pp.MAIN/pp_MAIN_1d_20140228_20260711_v2.parquet,none,,,
pp_f,main,dominant_main,pp_f.MAIN,1d,2025-10-29,2026-07-10,2025-10-29,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=pp_f/contract=pp_f.MAIN/pp_f_MAIN_1d_20230103_20260712_v2.parquet,none,,,
pr,main,dominant_main,pr.MAIN,1d,2024-08-30,2026-07-10,2024-08-30,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=pr/contract=pr.MAIN/pr_MAIN_1d_20230103_20260712_v2.parquet,none,,,
ps,main,dominant_main,ps.MAIN,1d,2024-12-26,2026-07-10,2024-12-26,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=ps/contract=ps.MAIN/ps_MAIN_1d_20230103_20260712_v2.parquet,none,,,
pt,main,dominant_main,pt.MAIN,1d,2025-11-27,2026-07-10,2025-11-27,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=pt/contract=pt.MAIN/pt_MAIN_1d_20230103_20260712_v2.parquet,none,,,
px,main,dominant_main,px.MAIN,1d,2023-09-15,2026-07-10,2023-09-15,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=px/contract=px.MAIN/px_MAIN_1d_20230103_20260712_v2.parquet,none,,,
rb,main,dominant_main,rb.MAIN,1d,2009-03-27,2026-07-10,2009-03-27,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=rb/contract=rb.MAIN/rb_MAIN_1d_20090327_20260711_v2.parquet,none,,,
ri,main,dominant_main,ri.MAIN,1d,2012-07-24,2026-07-10,2012-07-24,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ri/contract=ri.MAIN/ri_MAIN_1d_20120724_20260711_v2.parquet,none,,,
rm,main,dominant_main,rm.MAIN,1d,2012-12-28,2026-07-10,2012-12-28,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=rm/contract=rm.MAIN/rm_MAIN_1d_20121228_20260711_v2.parquet,none,,,
rr,main,dominant_main,rr.MAIN,1d,2019-08-16,2026-07-10,2019-08-16,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=rr/contract=rr.MAIN/rr_MAIN_1d_20190816_20260711_v2.parquet,none,,,
rs,main,dominant_main,rs.MAIN,1d,2012-12-28,2026-07-10,2012-12-28,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=rs/contract=rs.MAIN/rs_MAIN_1d_20121228_20260711_v2.parquet,none,,,
ru,main,dominant_main,ru.MAIN,1d,2000-01-04,2026-07-10,2000-01-05,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ru/contract=ru.MAIN/ru_MAIN_1d_20000104_20260711_v2.parquet,none,,,
sa,main,dominant_main,sa.MAIN,1d,2019-12-06,2026-07-10,2019-12-06,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=sa/contract=sa.MAIN/sa_MAIN_1d_20191206_20260711_v2.parquet,none,,,
sc,main,dominant_main,sc.MAIN,1d,2018-03-26,2026-07-10,2018-03-26,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=sc/contract=sc.MAIN/sc_MAIN_1d_20180326_20260711_v2.parquet,none,,,
sf,main,dominant_main,sf.MAIN,1d,2014-08-08,2026-07-10,2014-08-08,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=sf/contract=sf.MAIN/sf_MAIN_1d_20140808_20260711_v2.parquet,none,,,
sh,main,dominant_main,sh.MAIN,1d,2023-09-15,2026-07-10,2023-09-15,2026-07-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=sh/contract=sh.MAIN/sh_MAIN_1d_20230103_20260712_v2.parquet,none,,,
