product,contract_code,period,market_data_file_id,data_version,quality_status,file_path,start_time,end_time,duplicate_group_size,decision,current_market_data_file_id
a,a.MAIN,1m,55754,rqdata_a_standard_1m_20230103_20260710_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1m_20230103_20260710_v2.parquet,2023-01-03T09:01:00+00:00,2026-07-09T23:00:00+00:00,4,mark_superseded,55976
a,a.MAIN,1m,71301,rqdata_a_standard_1m_20200102_20260711_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1m_20200102_20260711_v2.parquet,2020-01-02T09:01:00+00:00,2026-07-10T15:00:00+00:00,4,mark_superseded,55976
a,a.MAIN,1w,44114,rqdata_a_standard_1w_20230103_20260707_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1w_20230103_20260707_v2.parquet,2023-01-06T00:00:00+00:00,2026-07-03T00:00:00+00:00,5,mark_superseded,55797
a,a.MAIN,1w,55797,rqdata_a_standard_1w_20230103_20260711_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1w_20230103_20260711_v2.parquet,2023-01-06T00:00:00+00:00,2026-07-10T00:00:00+00:00,5,keep_primary,55797
a,a.MAIN,1w,56427,rqdata_a_standard_1w_20200102_20260711_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1w_20200102_20260711_v2.parquet,2020-01-03T00:00:00+00:00,2026-07-10T00:00:00+00:00,5,mark_superseded,55797
a,a.MAIN,1w,55664,rqdata_a_standard_1w_20230103_20260710_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1w_20230103_20260710_v2.parquet,2023-01-06T00:00:00+00:00,2026-07-10T00:00:00+00:00,5,mark_superseded,55797
a,a.MAIN,1w,79765,rqdata_a_standard_1w_20020315_20260711_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1w_20020315_20260711_v2.parquet,2002-03-15T00:00:00+00:00,2026-07-10T00:00:00+00:00,5,mark_superseded,55797
a,a.MAIN,30m,40885,rqdata_a_standard_30m_20230103_20260707_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_30m_20230103_20260707_v2.parquet,2023-01-03T09:30:00+00:00,2026-07-07T15:00:00+00:00,3,mark_superseded,56072
a,a.MAIN,30m,56072,rqdata_a_standard_30m_20230103_20260711_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_30m_20230103_20260711_v2.parquet,2023-01-03T09:30:00+00:00,2026-07-10T15:00:00+00:00,3,keep_primary,56072
a,a.MAIN,30m,71383,rqdata_a_standard_30m_20200102_20260711_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_30m_20200102_20260711_v2.parquet,2020-01-02T09:30:00+00:00,2026-07-10T15:00:00+00:00,3,mark_superseded,56072
a,a.MAIN,5m,40883,rqdata_a_standard_5m_20230103_20260707_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_5m_20230103_20260707_v2.parquet,2023-01-03T09:05:00+00:00,2026-07-07T15:00:00+00:00,3,mark_superseded,56070
a,a.MAIN,5m,56070,rqdata_a_standard_5m_20230103_20260711_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_5m_20230103_20260711_v2.parquet,2023-01-03T09:05:00+00:00,2026-07-10T15:00:00+00:00,3,keep_primary,56070
a,a.MAIN,5m,71381,rqdata_a_standard_5m_20200102_20260711_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_5m_20200102_20260711_v2.parquet,2020-01-02T09:05:00+00:00,2026-07-10T15:00:00+00:00,3,mark_superseded,56070
